order_line_id,order_id,order_date,customer_id,customer_segment,product_id,product_name,category,region,sales_channel,quantity,unit_price,unit_cost,discount_amount,revenue,cost,campaign,marketing_spend
LINE-0002827,ORD-001761,2024-11-21,CUST-0060,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Retail Pop-up,1,88.00,42.00,1.76,86.24,42.00,Local Event,12.60
LINE-0002828,ORD-001761,2024-11-21,CUST-0060,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Retail Pop-up,1,78.00,36.00,1.56,76.44,36.00,Local Event,0.00
LINE-0002829,ORD-001762,2024-11-22,CUST-0029,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Web,1,78.00,36.00,3.90,74.10,36.00,Organic Discovery,0.00
LINE-0002830,ORD-001763,2024-11-22,CUST-0583,Occasional,PROD-WEL-002,Botanical Bath Set,Wellness,Central,Web,1,64.00,28.00,0.00,64.00,28.00,Organic Discovery,0.00
LINE-0002831,ORD-001764,2024-11-22,CUST-0010,Loyal,PROD-HOM-001,Linen Throw Set,Home,South,Retail Pop-up,1,88.00,42.00,0.00,88.00,42.00,Community Referral,2.71
LINE-0002832,ORD-001765,2024-11-22,CUST-0633,New,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0002833,ORD-001765,2024-11-22,CUST-0633,New,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Web,2,54.00,25.00,0.00,108.00,50.00,Organic Discovery,0.00
LINE-0002834,ORD-001766,2024-11-22,CUST-0104,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0002835,ORD-001767,2024-11-22,CUST-0490,,PROD-GFT-002,Seasonal Host Gift Box,Gifting,East,Marketplace,2,78.00,36.00,23.40,132.60,72.00,Marketplace Boost,183.78
LINE-0002836,ORD-001767,2024-11-22,CUST-0490,,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Marketplace,1,96.00,42.00,4.80,91.20,42.00,Marketplace Boost,0.00
LINE-0002837,ORD-001767,2024-11-22,CUST-0490,,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Marketplace,1,220.00,197.00,11.00,209.00,197.00,Marketplace Boost,0.00
LINE-0002838,ORD-001767,2024-11-22,CUST-0490,,PROD-HOM-001,Linen Throw Set,Home,East,Marketplace,1,88.00,42.00,4.40,83.60,42.00,Marketplace Boost,0.00
LINE-0002839,ORD-001768,2024-11-22,CUST-0011,Loyal,PROD-HOM-001,Linen Throw Set,Home,South,Web,2,88.00,42.00,0.00,176.00,84.00,Organic Discovery,0.00
LINE-0002840,ORD-001768,2024-11-22,CUST-0011,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,South,Web,1,220.00,197.00,11.00,209.00,197.00,Organic Discovery,0.00
LINE-0002841,ORD-001769,2024-11-22,CUST-0135,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,South,Marketplace,1,96.00,42.00,2.88,93.12,42.00,Sponsored Listings,16.43
LINE-0002842,ORD-001770,2024-11-23,CUST-0133,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Web,1,220.00,197.00,0.00,220.00,197.00,Organic Discovery,0.00
LINE-0002843,ORD-001771,2024-11-23,CUST-0138,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,Central,Web,1,48.00,20.00,0.96,47.04,20.00,Paid Social,6.98
LINE-0002844,ORD-001772,2024-11-23,CUST-0822,New,PROD-HOM-001,Linen Throw Set,Home,East,Retail Pop-up,3,88.00,42.00,0.00,264.00,126.00,Community Referral,7.83
LINE-0002845,ORD-001773,2024-11-23,CUST-0120,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,Central,Web,1,44.00,35.00,1.76,42.24,35.00,Email Retention,1.00
LINE-0002846,ORD-001774,2024-11-23,CUST-0008,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,2,58.00,27.00,2.32,113.68,54.00,Paid Social,41.76
LINE-0002847,ORD-001774,2024-11-23,CUST-0008,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,1.56,76.44,36.00,Paid Social,0.00
LINE-0002848,ORD-001774,2024-11-23,CUST-0008,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,West,Web,1,96.00,42.00,6.72,89.28,42.00,Paid Social,0.00
LINE-0002849,ORD-001775,2024-11-23,CUST-0824,New,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Retail Pop-up,1,78.00,36.00,1.56,76.44,36.00,Local Event,6.37
LINE-0002850,ORD-001776,2024-11-23,CUST-1118,New,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Marketplace,1,54.00,25.00,1.62,52.38,25.00,Sponsored Listings,21.34
LINE-0002851,ORD-001776,2024-11-23,CUST-1118,New,PROD-HOM-003,Everyday Candle Trio,Home,West,Marketplace,2,36.00,14.00,9.36,62.64,28.00,Sponsored Listings,0.00
LINE-0002852,ORD-001777,2024-11-23,CUST-0353,Occasional,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,7.80,70.20,36.00,Organic Discovery,0.00
LINE-0002853,ORD-001778,2024-11-23,CUST-0233,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,South,Web,2,54.00,25.00,0.00,108.00,50.00,Organic Discovery,0.00
LINE-0002854,ORD-001779,2024-11-24,CUST-0240,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Web,1,220.00,197.00,8.80,211.20,197.00,Email Retention,5.54
LINE-0002855,ORD-001780,2024-11-24,CUST-0455,Occasional,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Marketplace,1,54.00,25.00,1.62,52.38,25.00,Sponsored Listings,22.65
LINE-0002856,ORD-001780,2024-11-24,CUST-0455,Occasional,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Marketplace,1,78.00,36.00,2.34,75.66,36.00,Sponsored Listings,0.00
LINE-0002857,ORD-001781,2024-11-24,CUST-0046,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Marketplace,1,78.00,36.00,3.90,74.10,36.00,Marketplace Boost,42.58
LINE-0002858,ORD-001781,2024-11-24,CUST-0046,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,Central,Marketplace,1,54.00,25.00,2.70,51.30,25.00,Marketplace Boost,0.00
LINE-0002859,ORD-001782,2024-11-24,CUST-0479,Occasional,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Web,1,78.00,36.00,7.02,70.98,36.00,Email Retention,3.33
LINE-0002860,ORD-001782,2024-11-24,CUST-0479,Occasional,PROD-WEL-002,Botanical Bath Set,Wellness,Central,Web,1,64.00,28.00,2.56,61.44,28.00,Email Retention,0.00
LINE-0002861,ORD-001783,2024-11-24,CUST-0032,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,East,Web,2,54.00,25.00,2.16,105.84,50.00,Paid Social,49.52
LINE-0002862,ORD-001783,2024-11-24,CUST-0032,Loyal,PROD-WEL-003,Yoga Support Bundle,Wellness,East,Web,1,92.00,42.00,1.84,90.16,42.00,Paid Social,0.00
LINE-0002863,ORD-001783,2024-11-24,CUST-0032,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Web,2,96.00,42.00,3.84,188.16,84.00,Paid Social,0.00
LINE-0002864,ORD-001784,2024-11-24,CUST-0095,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,2,88.00,42.00,12.32,163.68,84.00,Local Event,18.77
LINE-0002865,ORD-001784,2024-11-24,CUST-0095,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Retail Pop-up,1,78.00,36.00,1.56,76.44,36.00,Local Event,0.00
LINE-0002866,ORD-001785,2024-11-24,CUST-0956,New,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,1,88.00,42.00,0.00,88.00,42.00,Community Referral,5.67
LINE-0002867,ORD-001785,2024-11-24,CUST-0956,New,PROD-WEL-003,Yoga Support Bundle,Wellness,West,Retail Pop-up,1,92.00,42.00,0.00,92.00,42.00,Community Referral,0.00
LINE-0002868,ORD-001786,2024-11-25,CUST-0105,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Marketplace,1,58.00,27.00,2.90,55.10,27.00,Marketplace Boost,73.93
LINE-0002869,ORD-001786,2024-11-25,CUST-0105,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Marketplace,2,78.00,36.00,7.80,148.20,72.00,Marketplace Boost,0.00
LINE-0002870,ORD-001787,2024-11-25,CUST-0020,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Marketplace,1,78.00,36.00,2.34,75.66,36.00,Sponsored Listings,13.31
LINE-0002871,ORD-001788,2024-11-25,CUST-0021,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,0.00,176.00,84.00,Organic Discovery,0.00
LINE-0002872,ORD-001789,2024-11-25,CUST-0547,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,1,220.00,197.00,8.80,211.20,197.00,Email Retention,7.15
LINE-0002873,ORD-001789,2024-11-25,CUST-0547,Occasional,PROD-WOR-003,Ergonomic Laptop Stand,Workspace,West,Web,1,82.00,38.00,3.28,78.72,38.00,Email Retention,0.00
LINE-0002874,ORD-001790,2024-11-25,CUST-0652,New,PROD-WEL-001,Recovery Massage Kit,Wellness,West,Marketplace,1,118.00,58.00,5.90,112.10,58.00,Marketplace Boost,39.39
LINE-0002875,ORD-001791,2024-11-25,CUST-1117,,PROD-HOM-001,Linen Throw Set,Home,South,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,23.09
LINE-0002876,ORD-001791,2024-11-25,CUST-1117,,PROD-GFT-002,Seasonal Host Gift Box,Gifting,South,Web,1,78.00,36.00,1.56,76.44,36.00,Paid Social,0.00
LINE-0002877,ORD-001792,2024-11-25,CUST-0361,Occasional,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Web,1,96.00,42.00,3.84,92.16,42.00,Email Retention,6.18
LINE-0002878,ORD-001792,2024-11-25,CUST-0361,Occasional,PROD-GFT-002,Seasonal Host Gift Box,Gifting,East,Web,2,78.00,36.00,14.04,141.96,72.00,Email Retention,0.00
LINE-0002879,ORD-001793,2024-11-25,CUST-0109,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,Central,Web,1,54.00,25.00,0.00,54.00,25.00,Organic Discovery,0.00
LINE-0002880,ORD-001793,2024-11-25,CUST-0109,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,2,88.00,42.00,0.00,176.00,84.00,Organic Discovery,0.00
LINE-0002881,ORD-001793,2024-11-25,CUST-0109,Loyal,PROD-GFT-001,Discovery Gift Bundle,Gifting,Central,Web,1,48.00,45.00,5.76,42.24,45.00,Organic Discovery,0.00
LINE-0002882,ORD-001794,2024-11-26,CUST-0570,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,2,220.00,197.00,0.00,440.00,394.00,Organic Discovery,0.00
LINE-0002883,ORD-001794,2024-11-26,CUST-0570,Occasional,PROD-WEL-002,Botanical Bath Set,Wellness,West,Web,2,64.00,28.00,0.00,128.00,56.00,Organic Discovery,0.00
LINE-0002884,ORD-001794,2024-11-26,CUST-0570,Occasional,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,7.80,70.20,36.00,Organic Discovery,0.00
LINE-0002885,ORD-001795,2024-11-26,CUST-0913,New,PROD-WOR-002,Felt Desk Organizer,Workspace,South,Marketplace,1,48.00,20.00,1.44,46.56,20.00,Sponsored Listings,8.26
LINE-0002886,ORD-001796,2024-11-26,CUST-1192,New,PROD-KIT-003,Acacia Cutting Board,Kitchen,Central,Web,1,54.00,25.00,6.48,47.52,25.00,Paid Social,6.17
LINE-0002887,ORD-001797,2024-11-26,CUST-0103,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,Central,Marketplace,1,36.00,14.00,1.08,34.92,14.00,Sponsored Listings,6.22
LINE-0002888,ORD-001798,2024-11-26,CUST-0107,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Marketplace,1,88.00,42.00,4.40,83.60,42.00,Marketplace Boost,78.06
LINE-0002889,ORD-001798,2024-11-26,CUST-0107,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,East,Marketplace,1,78.00,36.00,3.90,74.10,36.00,Marketplace Boost,0.00
LINE-0002890,ORD-001798,2024-11-26,CUST-0107,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,East,Marketplace,1,68.00,30.00,3.40,64.60,30.00,Marketplace Boost,0.00
LINE-0002891,ORD-001799,2024-11-26,CUST-0322,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,1,88.00,42.00,0.00,88.00,42.00,Community Referral,2.69
LINE-0002892,ORD-001800,2024-11-26,CUST-0437,Occasional,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0002893,ORD-001800,2024-11-26,CUST-0437,Occasional,PROD-GFT-002,Seasonal Host Gift Box,Gifting,East,Web,1,78.00,36.00,0.00,78.00,36.00,Organic Discovery,0.00
LINE-0002894,ORD-001801,2024-11-26,CUST-0193,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,1.56,76.44,36.00,,11.26
LINE-0002895,ORD-001802,2024-11-27,CUST-0217,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,3,88.00,42.00,10.56,253.44,126.00,Email Retention,7.91
LINE-0002896,ORD-001802,2024-11-27,CUST-0217,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,West,Web,1,64.00,28.00,2.56,61.44,28.00,Email Retention,0.00
LINE-0002897,ORD-001803,2024-11-27,CUST-0270,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,1,220.00,197.00,0.00,220.00,197.00,Organic Discovery,0.00
LINE-0002898,ORD-001803,2024-11-27,CUST-0270,Occasional,PROD-WOR-002,Felt Desk Organizer,Workspace,West,Web,1,48.00,20.00,0.00,48.00,20.00,Organic Discovery,0.00
LINE-0002899,ORD-001803,2024-11-27,CUST-0270,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0002900,ORD-001804,2024-11-27,CUST-0961,New,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Marketplace,1,78.00,36.00,2.34,75.66,36.00,Sponsored Listings,14.34
LINE-0002901,ORD-001805,2024-11-27,CUST-0118,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,3,88.00,42.00,5.28,258.72,126.00,Local Event,29.19
LINE-0002902,ORD-001805,2024-11-27,CUST-0118,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Retail Pop-up,1,54.00,25.00,3.78,50.22,25.00,Local Event,0.00
LINE-0002903,ORD-001805,2024-11-27,CUST-0118,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Retail Pop-up,1,74.00,34.00,1.48,72.52,34.00,Local Event,0.00
LINE-0002904,ORD-001806,2024-11-27,CUST-0376,Occasional,PROD-HOM-001,Linen Throw Set,Home,South,Marketplace,1,88.00,42.00,7.04,80.96,42.00,Sponsored Listings,13.57
LINE-0002905,ORD-001807,2024-11-27,CUST-0063,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,Central,Web,2,64.00,28.00,5.12,122.88,56.00,Email Retention,7.04
LINE-0002906,ORD-001807,2024-11-27,CUST-0063,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Web,2,78.00,36.00,6.24,149.76,72.00,Email Retention,0.00
LINE-0002907,ORD-001808,2024-11-27,CUST-0014,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,2.83
LINE-0002908,ORD-001808,2024-11-27,CUST-0014,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,West,Web,1,36.00,14.00,1.44,34.56,14.00,Email Retention,0.00
LINE-0002909,ORD-001809,2024-11-27,CUST-0189,Loyal,PROD-WEL-003,Yoga Support Bundle,Wellness,East,Web,3,92.00,42.00,11.04,264.96,126.00,Email Retention,12.84
LINE-0002910,ORD-001809,2024-11-27,CUST-0189,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,East,Web,1,74.00,34.00,10.36,63.64,34.00,Email Retention,0.00
LINE-0002911,ORD-001809,2024-11-27,CUST-0189,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,2,88.00,42.00,7.04,168.96,84.00,Email Retention,0.00
LINE-0002912,ORD-001810,2024-11-28,CUST-0081,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,Central,Marketplace,1,54.00,25.00,2.70,51.30,25.00,Marketplace Boost,18.32
LINE-0002913,ORD-001811,2024-11-28,CUST-0281,,PROD-HOM-001,Linen Throw Set,Home,South,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0002914,ORD-001812,2024-11-28,CUST-0145,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,South,Marketplace,1,54.00,25.00,1.62,52.38,25.00,Sponsored Listings,29.52
LINE-0002915,ORD-001812,2024-11-28,CUST-0145,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,South,Marketplace,2,64.00,28.00,3.84,124.16,56.00,Sponsored Listings,0.00
LINE-0002916,ORD-001813,2024-11-28,CUST-0217,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,1,88.00,42.00,1.76,86.24,42.00,Local Event,10.71
LINE-0002917,ORD-001813,2024-11-28,CUST-0217,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Retail Pop-up,1,44.00,35.00,5.28,38.72,35.00,Local Event,0.00
LINE-0002918,ORD-001814,2024-11-28,CUST-0845,New,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Marketplace,2,220.00,197.00,13.20,426.80,394.00,Sponsored Listings,75.72
LINE-0002919,ORD-001815,2024-11-28,CUST-0763,New,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,2.27
LINE-0002920,ORD-001816,2024-11-28,CUST-0335,Occasional,PROD-GFT-001,Discovery Gift Bundle,Gifting,South,Marketplace,1,48.00,45.00,5.76,42.24,45.00,Marketplace Boost,38.10
LINE-0002921,ORD-001816,2024-11-28,CUST-0335,Occasional,PROD-OUT-001,Trail Hydration Pack,Outdoor,South,Marketplace,1,74.00,34.00,3.70,70.30,34.00,Marketplace Boost,0.00
LINE-0002922,ORD-001817,2024-11-28,CUST-0165,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,2,88.00,42.00,8.80,167.20,84.00,Organic Discovery,0.00
LINE-0002923,ORD-001817,2024-11-28,CUST-0165,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,East,Web,1,68.00,30.00,0.00,68.00,30.00,Organic Discovery,0.00
LINE-0002924,ORD-001818,2024-11-29,CUST-0231,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,11.92
LINE-0002925,ORD-001819,2024-11-29,CUST-0134,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,7.04,168.96,84.00,Email Retention,4.45
LINE-0002926,ORD-001820,2024-11-29,CUST-0080,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,South,Web,1,58.00,27.00,1.16,56.84,27.00,Paid Social,7.84
LINE-0002927,ORD-001821,2024-11-29,CUST-0277,Occasional,PROD-WEL-003,Yoga Support Bundle,Wellness,West,Web,1,92.00,42.00,8.28,83.72,42.00,Email Retention,2.17
LINE-0002928,ORD-001822,2024-11-29,CUST-0167,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,East,Retail Pop-up,2,78.00,36.00,10.92,145.08,72.00,Local Event,21.99
LINE-0002929,ORD-001822,2024-11-29,CUST-0167,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,East,Retail Pop-up,1,48.00,20.00,0.96,47.04,20.00,Local Event,0.00
LINE-0002930,ORD-001822,2024-11-29,CUST-0167,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,East,Retail Pop-up,1,64.00,28.00,1.28,62.72,28.00,Local Event,0.00
LINE-0002931,ORD-001823,2024-11-29,CUST-0219,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0002932,ORD-001824,2024-11-29,CUST-0699,New,PROD-WOR-001,Focus Desk Lamp,Workspace,West,Web,1,96.00,42.00,1.92,94.08,42.00,Paid Social,13.83
LINE-0002933,ORD-001825,2024-11-29,CUST-0174,Loyal,PROD-HOM-001,Linen Throw Set,Home,South,Web,1,88.00,42.00,10.56,77.44,42.00,Paid Social,20.38
LINE-0002934,ORD-001825,2024-11-29,CUST-0174,Loyal,PROD-WOR-003,Ergonomic Laptop Stand,Workspace,South,Web,1,82.00,38.00,1.64,80.36,38.00,Paid Social,0.00
LINE-0002935,ORD-001826,2024-11-29,CUST-0312,Occasional,PROD-WEL-003,Yoga Support Bundle,Wellness,East,Retail Pop-up,2,92.00,42.00,0.00,184.00,84.00,Community Referral,5.76
LINE-0002936,ORD-001827,2024-11-29,CUST-0270,Occasional,PROD-HOM-001,Linen Throw Set,Home,East,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,15.67
LINE-0002937,ORD-001828,2024-11-29,CUST-0816,New,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Marketplace,1,58.00,27.00,2.90,55.10,27.00,Marketplace Boost,40.23
LINE-0002938,ORD-001828,2024-11-29,CUST-0816,New,PROD-HOM-003,Everyday Candle Trio,Home,Central,Marketplace,2,36.00,14.00,3.60,68.40,28.00,Marketplace Boost,0.00
LINE-0002939,ORD-001829,2024-11-29,CUST-0734,New,PROD-HOM-001,Linen Throw Set,Home,South,Marketplace,1,88.00,42.00,4.40,83.60,42.00,Marketplace Boost,27.24
LINE-0002940,ORD-001830,2024-11-29,CUST-0221,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Web,1,78.00,36.00,3.12,74.88,36.00,Email Retention,6.10
LINE-0002941,ORD-001830,2024-11-29,CUST-0221,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,2,88.00,42.00,7.04,168.96,84.00,Email Retention,0.00
LINE-0002942,ORD-001831,2024-11-29,CUST-0751,New,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Marketplace,2,220.00,197.00,13.20,426.80,394.00,Sponsored Listings,97.41
LINE-0002943,ORD-001831,2024-11-29,CUST-0751,New,PROD-GFT-002,Seasonal Host Gift Box,Gifting,East,Marketplace,1,78.00,36.00,2.34,75.66,36.00,Sponsored Listings,0.00
LINE-0002944,ORD-001832,2024-11-29,CUST-1109,New,PROD-WEL-001,Recovery Massage Kit,Wellness,West,Web,1,118.00,58.00,8.26,109.74,58.00,,74.15
LINE-0002945,ORD-001832,2024-11-29,CUST-1109,New,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,2,220.00,197.00,8.80,431.20,394.00,,0.00
LINE-0002946,ORD-001833,2024-11-29,CUST-0064,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0002947,ORD-001834,2024-11-29,CUST-0156,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,0.00,176.00,84.00,Organic Discovery,0.00
LINE-0002948,ORD-001834,2024-11-29,CUST-0156,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,7.80,70.20,36.00,Organic Discovery,0.00
LINE-0002949,ORD-001834,2024-11-29,CUST-0156,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,1,58.00,27.00,0.00,58.00,27.00,Organic Discovery,0.00
LINE-0002950,ORD-001835,2024-11-29,CUST-0121,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,1,58.00,27.00,1.16,56.84,27.00,Paid Social,18.60
LINE-0002951,ORD-001835,2024-11-29,CUST-0121,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,1.56,76.44,36.00,Paid Social,0.00
LINE-0002952,ORD-001836,2024-11-29,CUST-0300,Occasional,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,4.08
LINE-0002953,ORD-001836,2024-11-29,CUST-0300,Occasional,PROD-WEL-003,Yoga Support Bundle,Wellness,Central,Web,1,92.00,42.00,3.68,88.32,42.00,Email Retention,0.00
LINE-0002954,ORD-001837,2024-11-29,CUST-0131,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,East,Marketplace,1,78.00,36.00,2.34,75.66,36.00,Sponsored Listings,43.42
LINE-0002955,ORD-001837,2024-11-29,CUST-0131,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,0.00
LINE-0002956,ORD-001837,2024-11-29,CUST-0131,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,East,Marketplace,2,36.00,14.00,2.16,69.84,28.00,Sponsored Listings,0.00
LINE-0002957,ORD-001838,2024-11-29,CUST-0168,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,0.00,78.00,36.00,Organic Discovery,0.00
LINE-0002958,ORD-001838,2024-11-29,CUST-0168,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,1,220.00,197.00,0.00,220.00,197.00,Organic Discovery,0.00
LINE-0002959,ORD-001838,2024-11-29,CUST-0168,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,3,88.00,42.00,0.00,264.00,126.00,Organic Discovery,0.00
LINE-0002960,ORD-001839,2024-11-29,CUST-1099,New,PROD-WOR-001,Focus Desk Lamp,Workspace,Central,Marketplace,1,96.00,42.00,7.68,88.32,42.00,Sponsored Listings,43.22
LINE-0002961,ORD-001839,2024-11-29,CUST-1099,New,PROD-GFT-002,Seasonal Host Gift Box,Gifting,Central,Marketplace,2,78.00,36.00,4.68,151.32,72.00,Sponsored Listings,0.00
LINE-0002962,ORD-001840,2024-11-29,CUST-0305,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Web,1,220.00,197.00,8.80,211.20,197.00,Email Retention,5.25
LINE-0002963,ORD-001841,2024-11-29,CUST-0361,Occasional,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,8.80,79.20,42.00,Organic Discovery,0.00
LINE-0002964,ORD-001842,2024-11-29,CUST-0181,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,East,Marketplace,2,58.00,27.00,5.80,110.20,54.00,,35.63
LINE-0002965,ORD-001843,2024-11-29,CUST-0109,Loyal,PROD-HOM-001,Linen Throw Set,Home,South,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,11.34
LINE-0002966,ORD-001844,2024-11-29,CUST-0187,Loyal,PROD-GFT-002,Seasonal Host Gift Box,Gifting,West,Web,1,78.00,36.00,0.00,78.00,36.00,Organic Discovery,0.00
